Record_number,Biome2,Ecosystem_type2,altitude,SOC_stock,Study_midyear,YearsOfData,Lat,Lon,Site,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_state,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Rh_annual,Ra_annual,Site.match,Mean.Temp.,delta.Mean.Temp.,Mean.Precip.,delta.Mean.Precip.,Latitude2,Outlier_rh,Outlier_ra
6631,Tropical,Forest,1200,122,2015.5,1,-2.25,114.25,-2.25 114.25,2.497222222,114.1888889,-2.497222222 114.1888889,10832,1200,Tropical,Managed,Evergreen Forest,Evergreen,27.225,2553,IRGA,Exclusion,Aggrading,3293,1408,1885,-2.25 114.25,27.225,0.156666667,181.0416667,140.4133333,-2.497222222,0,1
1985,Tropical,Others,217,211.5,1996.5,2,19.75,-155.25,19.75 -155.25,19.84,-155.12,19.84 -155.12,2607,350,Tropical,Natural,Others,,21,3600,IRGA,Extraction,Aggrading,2220,600,1620,19.75 -155.25,17.47083333,0.439166667,342.8416667,-448.7466667,19.84,0,0
253,Temperate,Forest,342.5,121,1989,1,50.25,4.25,50.25 4.25,50.11,4.25,50.11 4.25,1123,342.5,Temperate,Managed,Deciduous Forest,Deciduous,8.4,1000,IRGA,Extraction,Mature,2018,202,1816,50.25 4.25,9.683333333,0.199444444,90.40833333,201.2533333,50.11,0,1
252,Temperate,Forest,145,121,1988,1,50.25,4.25,50.25 4.25,50.11,4.25,50.11 4.25,1123,145,Temperate,Managed,Deciduous Forest,Deciduous,8.4,1000,IRGA,Extraction,Mature,1827,183,1645,50.25 4.25,9.275,-0.208888889,101.5833333,335.3533333,50.11,0,1
251,Temperate,Forest,342.5,121,1987,1,50.25,4.25,50.25 4.25,50.11,4.25,50.11 4.25,1123,342.5,Temperate,Managed,Deciduous Forest,Deciduous,8.4,1000,IRGA,Extraction,Mature,1773,177,1595,50.25 4.25,7.983333333,-1.500555556,85.64166667,144.0533333,50.11,0,1
78,Tropical,Forest,706,122,1995,1,-2.75,-47.75,-50.5,2.98,-47.52,-50.5,1009,706,Tropical,Natural,Evergreen Forest,Evergreen,25.61666667,1750,IRGA,Isotope,Mature,2400,890,1510,-50.5,25.61666667,-0.32,172.0916667,-207.6433333,-2.98,0,0
5850,Tropical,Forest,313.3,122,2010.5,1,-4.25,39.75,-4.25 39.75,4.408888889,39.52305556,-4.408888889 39.52305556,7955,313.3,Tropical,Natural,Evergreen Forest,Evergreen,25.83333333,804.4,Gas Chromatography,Comparison,Mature,971,506,1477,-4.25 39.25,25.83333333,0.445,67.03333333,-292.33,-4.408888889,0,0
5997,Tropical,Forest,275,122,2011.5,1,13.75,99.75,13.75 99.75,13.58702778,99.50108333,13.58702778 99.50108333,9738,110,Tropical,Managed,Evergreen Forest,Evergreen,27.54166667,1253,IRGA,Exclusion,Aggrading,4140,2700,1440,13.75 99.75,27.54166667,-0.735,103.6916667,102.6833333,13.58702778,1,0
2218,Tropical,Forest,65,122,2005.25,1,10.25,-83.75,10.25 -83.75,10.44,-84,10.44 -84,4119,65,Tropical,Managed,Evergreen Forest,Evergreen,25.8,3900,IRGA,Subtraction,Mature,2360,1020,1340,10.25 -84.25,19.26666667,0.032222222,338.375,-191.34,10.44,0,0
3990,Tropical,Forest,225,122,2003.5,2,10.25,-83.75,10.25 -83.75,10.43333333,-83.98333333,10.43333333 -83.98333333,5516,71,Tropical,Managed,Evergreen Forest,Evergreen,25.8,3960,IRGA,,Aggrading,2018,727,1291,10.25 -83.75,27.62083333,0.508611111,347.6541667,-346.1,10.43333333,0,0
1986,Tropical,Others,680,211.5,1996.5,2,19.75,-155.25,19.75 -155.25,19.84,-155.12,19.84 -155.12,2607,350,Tropical,Natural,Others,,21,3600,IRGA,Extraction,Aggrading,1840,580,1260,19.75 -155.25,17.47083333,0.439166667,342.8416667,-448.7466667,19.84,0,0
6190,Tropical,Forest,1950,122,2011,1,13.75,101.25,13.75 101.25,13.68,101.07,13.68 101.07,7392,69,Tropical,Managed,Evergreen Forest,Evergreen,28.1,1328,IRGA,Exclusion,Aggrading,1940,718,1222,13.75 101.25,27.93333333,-0.542777778,152.3416667,347.7433333,13.68,0,0
5996,Tropical,Forest,1050,122,2010.5,1,13.75,99.75,13.75 99.75,13.58702778,99.50108333,13.58702778 99.50108333,9738,110,Tropical,Managed,Evergreen Forest,Evergreen,28.7,1253,IRGA,Exclusion,Aggrading,3520,2300,1220,13.75 99.75,28.7,0.423333333,101.7416667,79.28333333,13.58702778,0,0
4321,Tropical,Forest,100,122,2008,2,-12.75,-69.25,-82,12.83055556,-69.26972222,-82.10027778,5766,200,Tropical,Natural,Evergreen Forest,Evergreen,27.70833333,1917.8,IRGA,Exclusion,Mature,1639,420,1219,-82,27.70833333,1.289166667,159.8166667,-122.78,-12.83055556,0,0
6259,Temperate,Forest,1400,121,2008,2,43.75,81.25,43.75 81.25,43.75,81.15,43.75 81.15,10075,1400,Temperate,Managed,Deciduous Forest,Deciduous,9.7125,203.8,IRGA,Exclusion,Aggrading,1990,700,1290,43.75 81.25,9.7125,0.736944444,19.25,-97.31666667,43.75,0,1
113,Temperate,Forest,71,121,1992,1,54.25,10.25,54.25 10.25,54.1,10.23,54.1 10.23,1823,71,Temperate,Natural,Deciduous Forest,Deciduous,8.1,575,IRGA,Extraction,Mature,1754,520,1234,54.25 10.25,9.783333333,0.628888889,49.875,-80.14333333,54.1,0,1
5906,Tropical,Forest,1960,122,2010.5,3,-1.75,-51.25,-53,1.72,-51.45,-53.17,8696,1960,Tropical,Unmanaged,Evergreen Forest,Evergreen,27.91944444,2266.933333,IRGA,Exclusion,Aggrading,1675,458,1217,-53,27.91944444,0.290555556,188.9111111,-15.21,-1.72,0,0
5905,Tropical,Forest,65,122,2010.5,3,-1.75,-51.25,-53,1.72,-51.45,-53.17,8696,65,Tropical,Natural,Evergreen Forest,Evergreen,27.91944444,2266.933333,IRGA,Exclusion,Aggrading,1429,295,1135,-53,27.91944444,0.290555556,188.9111111,-15.21,-1.72,0,0
6189,Tropical,Forest,256.9,122,2010,1,13.75,101.25,13.75 101.25,13.68,101.07,13.68 101.07,7392,69,Tropical,Managed,Evergreen Forest,Evergreen,28.1,1328,IRGA,Exclusion,Aggrading,1800,666,1134,13.75 101.25,28.84166667,0.365555556,118.175,-62.25666667,13.68,0,0
114,Tropical,Forest,53,122,1993,1,6.25,2.25,6.25 2.25,6.38,2.13,6.38 2.13,1078,53,Tropical,Managed,Evergreen Forest,Evergreen,27,950,IRGA,Extraction,Mature,1610,499,1111,6.75 2.25,27.34166667,-0.315277778,85.35833333,-116.3133333,6.38,0,0
2217,Tropical,Forest,440,122,2005.25,1,10.25,-83.75,10.25 -83.75,10.44,-84,10.44 -84,4119,440,Tropical,Managed,Evergreen Forest,Evergreen,25.8,3900,IRGA,Subtraction,Mature,1800,690,1110,10.25 -84.25,19.26666667,0.032222222,338.375,-191.34,10.44,0,0
4739,Tropical,Savanna,1067.8,47,2008,1,-14.75,-52.25,-67,14.683,-52.333,-67.016,6243,318,Tropical,Natural,Savanna,Deciduous,24.9,1500,IRGA,Exclusion,Mature,1741,644,1097,-67,25.26666667,0.321388889,136.5333333,96.19,-14.683,0,0
1112,Temperate,Forest,440,122,1999,1,46.25,-66.25,46.25 -66.25,46.03,-66.38,46.03 -66.38,2349,50,Temperate,Natural,Evergreen Forest,Evergreen,5.9,1007.3,IRGA,Exclusion,Mature,1680,520,1160,46.25 -66.25,5.9,0.875555556,83.94166667,-96.07666667,46.03,0,1
118,Temperate,Forest,44.2,122,1995.5,1,34.75,-79.25,34.75 -79.25,34.63,-79.2,34.63 -79.2,1639,44.2,Temperate,Managed,Evergreen Forest,Evergreen,17,1210,IRGA,Extraction,Aggrading,1576,514,1062,34.75 -79.25,16.28333333,-0.406388889,101.8916667,123.2933333,34.63,0,0
6260,Temperate,Forest,280.7,121,2008,2,43.75,81.25,43.75 81.25,43.75,81.15,43.75 81.15,10075,280.7,Temperate,Managed,Deciduous Forest,Deciduous,9.7125,203.8,IRGA,Exclusion,Aggrading,1771,776,995,43.75 81.25,9.7125,0.736944444,19.25,-97.31666667,43.75,0,0
5528,Temperate,Forest,894.3,121,2012,1,-34.25,-71.25,-105.5,34.13,-71.05,-105.18,8319,894.3,Mediterranean,Natural,Deciduous Forest,Deciduous,14.9,503,IRGA,Regression,Mature,1803,829,974,-105.5,15.575,1.8175,37.50833333,-127.4166667,-34.13,0,0
6046,Temperate,Forest,7.2,122,2011.5,1.5,-37.25,144.25,-37.25 144.25,37.42236111,144.0941944,-37.42236111 144.0941944,10104,706,Mediterranean,Managed,Evergreen Forest,Evergreen,12.1,871,IRGA,Exclusion,Mature,1771,827,944,-37.25 144.25,14.17222222,1.097777778,90.56666667,211.5366667,-37.42236111,0,0
4740,Tropical,Savanna,357,47,2008,1,-14.75,-52.25,-67,14.683,-52.333,-67.016,6243,318,Tropical,Natural,Savanna,Deciduous,24.9,1500,IRGA,Exclusion,Mature,1722,637,1085,-67,25.26666667,0.321388889,136.5333333,96.19,-14.683,0,0
5164,Tropical,Forest,1440,121,2010.5,1,-4.75,11.75,-4.75 11.75,4.566666667,11.9,-4.566666667 11.9,7553,100,Tropical,Managed,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Aggrading,5220,4150,1070,-4.25 11.75,26.43333333,0.441944444,123.3,216.7866667,-4.566666667,1,0
3989,Tropical,Forest,220,122,2003.5,2,10.25,-83.75,10.25 -83.75,10.43333333,-83.98333333,10.43333333 -83.98333333,5516,71,Tropical,Managed,Evergreen Forest,Evergreen,25.8,3960,IRGA,,Aggrading,1593,523,1070,10.25 -83.75,27.62083333,0.508611111,347.6541667,-346.1,10.43333333,0,0
5163,Tropical,Forest,400,121,2010.5,1,-4.75,11.75,-4.75 11.75,4.566666667,11.9,-4.566666667 11.9,7553,100,Tropical,Managed,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Aggrading,4300,3250,1050,-4.25 11.75,26.43333333,0.441944444,123.3,216.7866667,-4.566666667,1,0
577,Tropical,Forest,300,121,2001,1,23.25,112.75,23.25 112.75,23.17,112.54,23.17 112.54,4159,300,Tropical,Natural,Deciduous Forest,Deciduous,21,1927,IRGA,Exclusion,Mature,1142,134,1008,23.25 112.75,22.25833333,0.030555556,168.0916667,226.91,23.17,0,0
117,Temperate,Forest,680,122,1995.5,1,34.75,-79.25,34.75 -79.25,34.63,-79.2,34.63 -79.2,1639,680,Temperate,Managed,Evergreen Forest,Evergreen,17,1210,IRGA,Extraction,Aggrading,1293,351,942,34.75 -79.25,16.28333333,-0.406388889,101.8916667,123.2933333,34.63,0,0
713,Temperate,Grassland,77,88,1994,1,31.25,-97.25,31.25 -97.25,31.1,-97.33,31.1 -97.33,1432,219,Temperate,Managed,Grassland,Deciduous,18.875,732.8,IRGA,Comparison,Aggrading,1032,103,929,31.25 -97.25,18.875,-0.299444444,61.06666667,-159.5033333,31.1,0,0
709,Temperate,Grassland,265.7,88,1993,1,31.25,-97.25,31.25 -97.25,31.1,-97.33,31.1 -97.33,1432,219,Temperate,Natural,Grassland,Deciduous,18.375,903.2,IRGA,Comparison,Mature,1032,103,929,31.25 -97.25,18.375,-0.799444444,75.26666667,10.89666667,31.1,0,0
5994,Tropical,Forest,25,122,2008.5,1,13.75,99.75,13.75 99.75,13.58702778,99.50108333,13.58702778 99.50108333,9738,110,Tropical,Managed,Evergreen Forest,Evergreen,27.40833333,1253,IRGA,Exclusion,Aggrading,3200,2200,1000,13.75 99.75,27.40833333,-0.868333333,99.95,57.78333333,13.58702778,0,0
5895,Tropical,Forest,240,122,2010.5,3,-1.75,-51.25,-53,1.72,-51.45,-53.17,8694,240,Tropical,Natural,Evergreen Forest,Evergreen,25.8,2311,IRGA,Exclusion,Mature,1599,606,993,-53,27.91944444,0.290555556,188.9111111,-15.21,-1.72,0,0
5995,Tropical,Forest,115,122,2009.5,1,13.75,99.75,13.75 99.75,13.58702778,99.50108333,13.58702778 99.50108333,9738,110,Tropical,Managed,Evergreen Forest,Evergreen,27.71666667,1253,IRGA,Exclusion,Aggrading,3890,2900,990,13.75 99.75,27.71666667,-0.56,103.625,101.8833333,13.58702778,1,0
5524,Temperate,Forest,2360,121,2011,1,-34.25,-71.25,-105.5,34.13,-71.05,-105.18,8319,2360,Mediterranean,Natural,Deciduous Forest,Deciduous,14.9,503,IRGA,Regression,Mature,1667,767,900,-105.5,14.55,0.7925,27.725,-244.8166667,-34.13,0,0
3987,Tropical,Forest,494.4,122,2003.5,2,10.25,-83.75,10.25 -83.75,10.43333333,-83.98333333,10.43333333 -83.98333333,5516,71,Tropical,Managed,Evergreen Forest,Evergreen,25.8,3960,IRGA,,Aggrading,1672,695,977,10.25 -83.75,27.62083333,0.508611111,347.6541667,-346.1,10.43333333,0,0
5510,Tropical,Others,22,211.5,2011,2,24.75,101.25,24.75 101.25,24.53,101.02,24.53 101.02,8088,2480,Subtropical,Natural,Others,,11.3,1778,IRGA,Exclusion,Mature,2062,1134,928,24.75 101.25,16.84583333,0.347777778,64.60416667,-151.4,24.53,0,0
3488,Temperate,Grassland,1093.5,88,2006,1,42.25,142.25,42.25 142.25,42.43333333,142.4833333,42.43333333 142.4833333,5125,1093.5,Temperate,Managed,Grassland,Deciduous,7.9,1365,IRGA,Exclusion,Mature,1190,370,820,42.25 142.75,7.975,-0.141944444,95.34166667,26.57,42.43333333,0,0
1113,Temperate,Forest,425,122,2000,1,46.25,-66.25,46.25 -66.25,46.03,-66.38,46.03 -66.38,2349,50,Temperate,Natural,Evergreen Forest,Evergreen,5.625,1211.8,IRGA,Exclusion,Mature,1350,560,800,46.25 -66.25,5.625,0.600555556,100.9833333,108.4233333,46.03,0,0
4238,Temperate,Forest,99,121,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Managed,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,1075,336,747,47.25 8.25,11.45555556,2.747777778,109.3833333,223.1233333,47.47833333,0,0
116,Temperate,Forest,1930,122,1995.5,1,34.75,-79.25,34.75 -79.25,34.63,-79.2,34.63 -79.2,1639,1930,Temperate,Managed,Evergreen Forest,Evergreen,17,1210,IRGA,Extraction,Aggrading,1489,744,745,34.75 -79.25,16.28333333,-0.406388889,101.8916667,123.2933333,34.63,0,0
1108,Temperate,Forest,176,122,1999,1,47.75,-68.25,47.75 -68.25,47.73,-68.15,47.73 -68.15,2349,400,Temperate,Natural,Evergreen Forest,Evergreen,3.225,1013.4,IRGA,Exclusion,Mature,1300,570,740,47.75 -68.25,3.225,1.024722222,84.45,-50.96666667,47.73,0,0
5267,Temperate,Grassland,779,88,2012,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,779,Temperate,Natural,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1117,731,731,34.75 -97.75,17.88333333,1.823055556,70.33333333,-114.1333333,34.98166667,0,0
1785,Temperate,Forest,370,122,1998,5,35.75,-79.25,35.75 -79.25,35.97,-79.08,35.97 -79.08,2018,370,Temperate,Managed,Evergreen Forest,Evergreen,14.83833333,1245.9,IRGA,Extraction,Aggrading,928,208,723,35.75 -79.25,14.83833333,-0.022222222,103.825,67.14333333,35.97,0,0
4237,Temperate,Forest,NA,121,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Managed,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,1128,412,718,47.25 8.25,11.45555556,2.747777778,109.3833333,223.1233333,47.47833333,0,0
6261,Temperate,Forest,512.3,121,2008,2,43.75,81.25,43.75 81.25,43.75,81.15,43.75 81.15,10075,512.3,Temperate,Managed,Deciduous Forest,Deciduous,9.7125,203.8,IRGA,Exclusion,Aggrading,1695,980,715,43.75 81.25,9.7125,0.736944444,19.25,-97.31666667,43.75,1,0
2017,Temperate,Grassland,45,88,2001,1,36.75,138.25,36.75 138.25,36.52,138.35,36.52 138.35,2842,1300,Temperate,Natural,Grassland,Deciduous,11.24166667,1274.2,IRGA,Extraction,Mature,1408,713,695,36.75 138.25,11.24166667,-0.004166667,106.1833333,131.8933333,36.52,0,0
4283,Temperate,Forest,700,121,2007,1,47.25,7.75,47.25 7.75,47.46881944,7.502430556,47.46881944 7.502430556,5697,550,Temperate,Natural,Deciduous Forest,Deciduous,11.09166667,990,IRGA,Extraction,Mature,810,138,672,47.25 7.75,11.09166667,1.658888889,117.15,317.37,47.46881944,0,0
115,Temperate,Forest,0,122,1995.5,1,34.75,-79.25,34.75 -79.25,34.63,-79.2,34.63 -79.2,1639,0,Temperate,Managed,Evergreen Forest,Evergreen,17,1210,IRGA,Extraction,Aggrading,1263,600,663,34.75 -79.25,16.28333333,-0.406388889,101.8916667,123.2933333,34.63,0,0
5266,Temperate,Grassland,176,88,2011,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,176,Temperate,Natural,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1075,654,654,34.75 -97.75,16.80833333,0.748055556,54.025,-309.8333333,34.98166667,0,0
3486,Temperate,Grassland,357,88,2006,1,42.25,142.25,42.25 142.25,42.43333333,142.4833333,42.43333333 142.4833333,5125,357,Temperate,Managed,Grassland,Deciduous,7.9,1365,IRGA,Exclusion,Mature,1030,380,650,42.25 142.75,7.975,-0.141944444,95.34166667,26.57,42.43333333,0,0
2016,Temperate,Grassland,150,88,2000,1,36.75,138.25,36.75 138.25,36.52,138.35,36.52 138.35,2842,1300,Temperate,Natural,Grassland,Deciduous,11.30833333,1316.1,IRGA,Extraction,Mature,1387,738,649,36.75 138.25,11.30833333,0.0625,109.675,173.7933333,36.52,0,0
1927,Temperate,Forest,154,122,2006,1,NA,NA,,35.97,-79.08,,4284,154,Temperate,Managed,Forest,Evergreen,15.36666667,1064.9,IRGA,,Aggrading,NA,NA,645,35.75 -79.25,15.36666667,0.506111111,88.74166667,-113.8566667,35.97,1,0
2310,Temperate,Forest,171,121,2004.5,2,45.75,-84.75,45.75 -84.75,45.59,-84.72,45.59 -84.72,3845,171,Temperate,Natural,Deciduous Forest,Deciduous,5.5,817,IRGA,Extraction,Mature,1090,447,643,45.75 -84.75,6.0125,-0.068333333,64.87083333,36.42,45.59,0,0
65,Temperate,Forest,43,122,1995,3,-42.75,172.75,-42.75 172.75,42.87,172.75,-42.87 172.75,1263,198,Temperate,Managed,Evergreen Forest,Evergreen,10.8,658,IRGA,Subtraction,Aggrading,950,310,640,-42.75 172.75,10.96388889,-0.472777778,55.73611111,132.3233333,-42.87,0,0
569,Temperate,Forest,1315,122,1997,1,44.25,-121.75,44.25 -121.75,44.42,-121.51,44.42 -121.51,1629,940,Temperate,Natural,Evergreen Forest,Evergreen,8.1,600,IRGA,Subtraction,Mature,773,134,639,44.25 -121.75,3.866666667,-0.178055556,187.5166667,773.7,44.42,0,0
5273,Temperate,Grassland,512.3,88,2012,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,512.3,Temperate,Natural,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1137,635,635,34.75 -97.75,17.88333333,1.823055556,70.33333333,-114.1333333,34.98166667,0,0
5276,Temperate,Grassland,470,88,2012,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,470,Temperate,Natural,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1129,635,635,34.75 -97.75,17.88333333,1.823055556,70.33333333,-114.1333333,34.98166667,0,0
5274,Temperate,Grassland,2270,88,2010,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,2270,Temperate,Natural,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1425,635,635,34.75 -97.75,15.05833333,-1.001944444,78.15,-20.33333333,34.98166667,0,0
277,Temperate,Forest,153.9,121,2004.5,1.5,45.25,127.75,45.25 127.75,45.37,127.53,45.37 127.53,3653,300,Temperate,Natural,Deciduous Forest,Deciduous,2.8,700,IRGA,Exclusion,Mature,813,187,626,45.25 127.75,-0.644444444,-4.055277778,41.83888889,-162.6933333,45.37,0,0
1786,Temperate,Forest,265.7,122,1998,5,35.75,-79.25,35.75 -79.25,35.97,-79.08,35.97 -79.08,2018,265.7,Temperate,Managed,Evergreen Forest,Evergreen,14.83833333,1245.9,IRGA,Extraction,Aggrading,1176,565,611,35.75 -79.25,14.83833333,-0.022222222,103.825,67.14333333,35.97,0,0
4240,Temperate,Forest,591,121,2007,1.5,47.25,8.25,47.25 8.25,47.47833333,8.364388889,47.47833333 8.364388889,5317,680,Temperate,Managed,Deciduous Forest,Deciduous,8.4,930,IRGA,Exclusion,Mature,1137,539,604,47.25 8.25,11.45555556,2.747777778,109.3833333,223.1233333,47.47833333,0,0
3487,Temperate,Grassland,1200,88,2006,1,42.25,142.25,42.25 142.25,42.43333333,142.4833333,42.43333333 142.4833333,5125,1200,Temperate,Managed,Grassland,Deciduous,7.9,1365,IRGA,Exclusion,Mature,960,360,600,42.25 142.75,7.975,-0.141944444,95.34166667,26.57,42.43333333,0,0
579,Tropical,Forest,626,122,2001,1,23.25,112.75,23.25 112.75,23.17,112.54,23.17 112.54,4159,626,Tropical,Natural,Evergreen Forest,Evergreen,21,1927,IRGA,Exclusion,Mature,1040,120,921,23.25 112.75,22.25833333,0.030555556,168.0916667,226.91,23.17,0,0
568,Temperate,Forest,8,122,1996,1,44.25,-121.75,44.25 -121.75,44.42,-121.51,44.42 -121.51,1629,940,Temperate,Natural,Evergreen Forest,Evergreen,8.1,600,IRGA,Subtraction,Mature,683,89,594,44.25 -121.75,3.658333333,-0.386388889,194.2166667,854.1,44.42,0,0
1109,Temperate,Forest,375,122,2000,1,47.75,-68.25,47.75 -68.25,47.73,-68.15,47.73 -68.15,2349,400,Temperate,Natural,Evergreen Forest,Evergreen,2.725,1107.2,IRGA,Exclusion,Mature,1030,450,580,47.75 -68.25,2.725,0.524722222,92.26666667,42.83333333,47.73,0,0
5275,Temperate,Grassland,268.7,88,2011,1,34.75,-97.75,34.75 -97.75,34.98166667,-97.52055556,34.98166667 -97.52055556,7141,268.7,Temperate,Natural,Grassland,Deciduous,16.3,895,IRGA,Exclusion,Mature,1106,577,577,34.75 -97.75,16.80833333,0.748055556,54.025,-309.8333333,34.98166667,0,0
2746,Temperate,Forest,225,122,2003,1,52.75,-7.25,52.75 -7.25,52.95,-7.25,52.95 -7.25,3561,260,Temperate,Natural,Evergreen Forest,Evergreen,9.3,804,IRGA,Exclusion,Aggrading,991,425,566,52.75 -7.25,9.916666667,0.071666667,88.55,175.9233333,52.95,0,0
6047,Temperate,Forest,76,122,2011.5,1.5,-37.25,144.25,-37.25 144.25,37.42236111,144.0941944,-37.42236111 144.0941944,10104,706,Mediterranean,Managed,Evergreen Forest,Evergreen,12.1,871,IRGA,Exclusion,Mature,1434,872,562,-37.25 144.25,14.17222222,1.097777778,90.56666667,211.5366667,-37.42236111,0,0
1329,Tropical,Forest,179,122,2001,1,-4.25,11.75,-4.25 11.75,4.35,11.75,-4.35 11.75,3323,100,Tropical,Managed,Evergreen Forest,Evergreen,25,1400,IRGA,Comparison,Aggrading,1570,650,920,-4.25 11.75,25.95833333,-0.033055556,104.6083333,-7.513333333,-4.35,0,0
578,Tropical,Forest,342.5,64,2001,1,23.25,112.75,23.25 112.75,23.17,112.54,23.17 112.54,4159,342.5,Tropical,Natural,Mixed Forest,Mixed,21,1927,IRGA,Exclusion,Mature,1026,113,913,23.25 112.75,22.25833333,0.030555556,168.0916667,226.91,23.17,0,0
2276,Tropical,Forest,2476,122,2004.5,1,-1.75,-51.25,-53,1.72,-51.46,-53.18,3983,2476,Tropical,Natural,Evergreen Forest,Evergreen,27.50833333,2500,IRGA,Extraction,Mature,1700,800,900,-53,27.50833333,-0.120555556,177.2083333,-155.6433333,-1.72,0,0
2215,Tropical,Forest,1127.1,122,2005.25,1,10.25,-83.75,10.25 -83.75,10.44,-84,10.44 -84,4119,1127.1,Tropical,Managed,Evergreen Forest,Evergreen,25.8,3900,IRGA,Subtraction,Mature,1770,880,890,10.25 -84.25,19.26666667,0.032222222,338.375,-191.34,10.44,0,0
2216,Tropical,Forest,738,122,2005.25,1,10.25,-83.75,10.25 -83.75,10.44,-84,10.44 -84,4119,738,Tropical,Managed,Evergreen Forest,Evergreen,25.8,3900,IRGA,Subtraction,Mature,1610,720,890,10.25 -84.25,19.26666667,0.032222222,338.375,-191.34,10.44,0,0
5913,Tropical,Forest,156.1,122,2009.5,5,-13.25,-71.75,-85,13.049,-71.537,-84.586,8700,1500,Tropical,Natural,Evergreen Forest,Evergreen,18.8,5302,IRGA,Exclusion,Mature,1342,463,879,-85,9.471666667,0.045,80.89666667,-42.72333333,-13.049,0,0
172,Temperate,Forest,1300,121,1988,3,32.25,-81.25,32.25 -81.25,32.13,-81.42,32.13 -81.42,805,1300,Temperate,Natural,Deciduous Forest,Deciduous,19,1258,Gas Chromatography,Extraction,Mature,881,327,554,32.25 -81.25,19,-0.077222222,105.7444444,38.04,32.13,0,0
6005,Temperate,Forest,171,121,2010.5,1,58.75,27.25,58.75 27.25,58.62,27.03,58.62 27.03,9844,171,Temperate,Natural,Deciduous Forest,Deciduous,4.766666667,725.8,IRGA,Exclusion,Mature,972,421,551,58.75 27.25,4.766666667,-1.081666667,60.48333333,88.05,58.62,0,0
173,Temperate,Forest,217,121,1988,3,32.25,-81.25,32.25 -81.25,32.13,-81.42,32.13 -81.42,805,217,Temperate,Natural,Deciduous Forest,Deciduous,19,1258,Gas Chromatography,Extraction,Mature,902,359,543,32.25 -81.25,19,-0.077222222,105.7444444,38.04,32.13,0,0
5162,Tropical,Forest,179,121,2010.5,1,-4.75,11.75,-4.75 11.75,4.566666667,11.9,-4.566666667 11.9,7553,100,Tropical,Managed,Deciduous Forest,Deciduous,25,1350,IRGA,Extraction,Aggrading,2660,1820,840,-4.25 11.75,26.43333333,0.441944444,123.3,216.7866667,-4.566666667,0,0
3986,Tropical,Forest,22,122,2003.5,2,10.25,-83.75,10.25 -83.75,10.43333333,-83.98333333,10.43333333 -83.98333333,5516,71,Tropical,Managed,Evergreen Forest,Evergreen,25.8,3960,IRGA,,Aggrading,1740,917,823,10.25 -83.75,27.62083333,0.508611111,347.6541667,-346.1,10.43333333,0,0
2214,Tropical,Forest,329.8,122,2005.25,1,10.25,-83.75,10.25 -83.75,10.44,-84,10.44 -84,4119,329.8,Tropical,Managed,Evergreen Forest,Evergreen,25.8,3900,IRGA,Subtraction,Mature,2030,1210,820,10.25 -84.25,19.26666667,0.032222222,338.375,-191.34,10.44,0,0
4894,Tropical,Forest,100,122,2008,2,0.25,101.75,0.25 101.75,0.43525,101.8837222,0.43525 101.8837222,6349,100,Tropical,Managed,Evergreen Forest,Evergreen,28,2500,IRGA,Exclusion,Aggrading,3641,2876,765,0.25 101.75,27.5375,0.072777778,198.2541667,228.8733333,0.43525,1,0
5896,Tropical,Forest,1400,122,2010.5,3,-1.75,-51.25,-53,1.72,-51.45,-53.17,8694,1400,Tropical,Natural,Evergreen Forest,Evergreen,25.8,2311,IRGA,Exclusion,Mature,1534,773,761,-53,27.91944444,0.290555556,188.9111111,-15.21,-1.72,0,0
712,Temperate,Grassland,140,88,1994,1,31.25,-97.25,31.25 -97.25,31.1,-97.33,31.1 -97.33,1432,219,Temperate,Natural,Grassland,Deciduous,18.875,732.8,IRGA,Comparison,Mature,645,103,542,31.25 -97.25,18.875,-0.299444444,61.06666667,-159.5033333,31.1,0,0
