Record_number,Biome2,altitude,SOC_content,Outlier,SOC_stock,Ecosystem_type2,Study_midyear,YearsOfData,Lat,Lon,Site,Latitude,Longitude,Site2,Study_number,Elevation,Biome,Ecosystem_state,Ecosystem_type,Leaf_habit,MAT,MAP,Meas_method,Partition_method,Stage,Rs_annual,Site.match,Mean.Temp.,delta.Mean.Temp.,Mean.Precip.,delta.Mean.Precip.,Latitude2
187,Temperate,354.6,34,0,213,Forest,1995,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,750,42.75 -72.25,7.166666667,-0.042777778,947,-216.0366667,42.53
188,Temperate,354.6,51,0,213,Forest,1995,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,710,42.75 -72.25,7.166666667,-0.042777778,947,-216.0366667,42.53
189,Temperate,354.6,51,0,213,Forest,1995,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,701,42.75 -72.25,7.166666667,-0.042777778,947,-216.0366667,42.53
190,Temperate,354.6,51,0,213,Forest,1995,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,670,42.75 -72.25,7.166666667,-0.042777778,947,-216.0366667,42.53
191,Temperate,354.6,51,0,213,Forest,1995,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,550,42.75 -72.25,7.166666667,-0.042777778,947,-216.0366667,42.53
192,Temperate,354.6,51,0,213,Forest,1996,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,790,42.75 -72.25,6.475,-0.734444444,1329,165.9633334,42.53
193,Temperate,354.6,34,0,213,Forest,1996,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,790,42.75 -72.25,6.475,-0.734444444,1329,165.9633334,42.53
194,Temperate,354.6,34,0,213,Forest,1996,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,750,42.75 -72.25,6.475,-0.734444444,1329,165.9633334,42.53
195,Temperate,354.6,34,0,213,Forest,1996,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,780,42.75 -72.25,6.475,-0.734444444,1329,165.9633334,42.53
196,Temperate,354.6,34,0,213,Forest,1996,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,400,42.75 -72.25,6.475,-0.734444444,1329,165.9633334,42.53
198,Temperate,61.5,34,0,157,Forest,1996,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,820,45.25 -68.75,4.708333333,-0.454722222,1219,109.2333333,45.2
199,Temperate,61.5,51,0,157,Forest,1996,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,740,45.25 -68.75,4.708333333,-0.454722222,1219,109.2333333,45.2
200,Temperate,61.5,51,0,157,Forest,1996,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,500,45.25 -68.75,4.708333333,-0.454722222,1219,109.2333333,45.2
201,Temperate,61.5,51,0,157,Forest,1996,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,460,45.25 -68.75,4.708333333,-0.454722222,1219,109.2333333,45.2
202,Temperate,354.6,51,0,213,Forest,1997,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,640,42.75 -72.25,6.758333333,-0.451111111,1246.4,83.36333333,42.53
203,Temperate,354.6,34,0,213,Forest,1997,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,630,42.75 -72.25,6.758333333,-0.451111111,1246.4,83.36333333,42.53
204,Temperate,354.6,34,0,213,Forest,1997,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,700,42.75 -72.25,6.758333333,-0.451111111,1246.4,83.36333333,42.53
205,Temperate,354.6,34,0,213,Forest,1997,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,570,42.75 -72.25,6.758333333,-0.451111111,1246.4,83.36333333,42.53
206,Temperate,354.6,34,0,213,Forest,1997,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,370,42.75 -72.25,6.758333333,-0.451111111,1246.4,83.36333333,42.53
207,Temperate,61.5,34,0,157,Forest,1997,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,800,45.25 -68.75,4.65,-0.513055556,1092,-17.76666667,45.2
208,Temperate,61.5,26,0,157,Forest,1997,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,680,45.25 -68.75,4.65,-0.513055556,1092,-17.76666667,45.2
209,Temperate,61.5,26,0,157,Forest,1997,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,540,45.25 -68.75,4.65,-0.513055556,1092,-17.76666667,45.2
210,Temperate,61.5,26,0,157,Forest,1997,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,470,45.25 -68.75,4.65,-0.513055556,1092,-17.76666667,45.2
211,Temperate,61.5,26,0,157,Forest,1997,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,370,45.25 -68.75,4.65,-0.513055556,1092,-17.76666667,45.2
212,Temperate,354.6,40,0,213,Forest,1998,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,940,42.75 -72.25,7.4,0.190555556,1241.9,78.86333333,42.53
213,Temperate,354.6,40,0,213,Forest,1998,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,990,42.75 -72.25,7.4,0.190555556,1241.9,78.86333333,42.53
214,Temperate,354.6,40,0,213,Forest,1998,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,810,42.75 -72.25,7.4,0.190555556,1241.9,78.86333333,42.53
215,Temperate,354.6,31,0,213,Forest,1998,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,710,42.75 -72.25,7.4,0.190555556,1241.9,78.86333333,42.53
216,Temperate,354.6,31,0,213,Forest,1998,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,400,42.75 -72.25,7.4,0.190555556,1241.9,78.86333333,42.53
217,Temperate,61.5,31,0,157,Forest,1998,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,890,45.25 -68.75,5.383333333,0.220277778,1143.7,33.93333334,45.2
218,Temperate,61.5,31,0,157,Forest,1998,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,840,45.25 -68.75,5.383333333,0.220277778,1143.7,33.93333334,45.2
219,Temperate,61.5,31,0,157,Forest,1998,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,680,45.25 -68.75,5.383333333,0.220277778,1143.7,33.93333334,45.2
220,Temperate,61.5,31,0,157,Forest,1998,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,550,45.25 -68.75,5.383333333,0.220277778,1143.7,33.93333334,45.2
221,Temperate,61.5,31,0,157,Forest,1998,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,410,45.25 -68.75,5.383333333,0.220277778,1143.7,33.93333334,45.2
222,Temperate,354.6,31,0,213,Forest,1999,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,620,42.75 -72.25,7.591666667,0.382222222,930.1,-232.9366667,42.53
223,Temperate,354.6,31,0,213,Forest,1999,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,440,42.75 -72.25,7.591666667,0.382222222,930.1,-232.9366667,42.53
224,Temperate,354.6,31,0,213,Forest,1999,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,460,42.75 -72.25,7.591666667,0.382222222,930.1,-232.9366667,42.53
225,Temperate,354.6,31,0,213,Forest,1999,1,42.75,-72.25,42.75 -72.25,42.53,-72.18,42.53 -72.18,1891,340,Temperate,Natural,Deciduous Forest,Deciduous,8.5,1050,IRGA,,Mature,410,42.75 -72.25,7.591666667,0.382222222,930.1,-232.9366667,42.53
227,Temperate,61.5,31,0,157,Forest,1999,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,900,45.25 -68.75,6.091666667,0.928611111,938,-171.7666667,45.2
228,Temperate,61.5,77,0,157,Forest,1999,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,830,45.25 -68.75,6.091666667,0.928611111,938,-171.7666667,45.2
229,Temperate,61.5,77,0,157,Forest,1999,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,660,45.25 -68.75,6.091666667,0.928611111,938,-171.7666667,45.2
230,Temperate,61.5,40,0,157,Forest,1999,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,540,45.25 -68.75,6.091666667,0.928611111,938,-171.7666667,45.2
231,Temperate,61.5,40,0,157,Forest,1999,1,45.25,-68.75,45.25 -68.75,45.2,-68.73,45.2 -68.73,1891,80,Temperate,Natural,Evergreen Forest,Evergreen,5.5,1000,IRGA,,Mature,490,45.25 -68.75,6.091666667,0.928611111,938,-171.7666667,45.2
251,Temperate,260,106,0,109,Forest,1987,1,50.25,4.25,50.25 4.25,50.11,4.25,50.11 4.25,1123,260,Temperate,Managed,Deciduous Forest,Deciduous,8.4,1000,IRGA,Extraction,Mature,1773,50.25 4.25,7.983333333,-1.500555556,1027.7,144.0533333,50.11
252,Temperate,260,12,0,109,Forest,1988,1,50.25,4.25,50.25 4.25,50.11,4.25,50.11 4.25,1123,260,Temperate,Managed,Deciduous Forest,Deciduous,8.4,1000,IRGA,Extraction,Mature,1827,50.25 4.25,9.275,-0.208888889,1219,335.3533333,50.11
262,Temperate,515.8,12,0,85,Forest,1999,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,2532,515.8,Temperate,Natural,Deciduous Forest,Deciduous,4.1,800,IRGA,,Mature,867,45.75 -90.25,6.408333333,1.200833333,620.7,-165.6433333,45.8
263,Temperate,515.8,12,0,85,Forest,1999,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,2532,515.8,Temperate,Natural,Deciduous Forest,Deciduous,4.1,800,IRGA,,Mature,1097,45.75 -90.25,6.408333333,1.200833333,620.7,-165.6433333,45.8
264,Temperate,515.8,12,0,85,Forest,1999,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,2532,515.8,Temperate,Natural,Deciduous Forest,Deciduous,4.1,800,IRGA,,Mature,878,45.75 -90.25,6.408333333,1.200833333,620.7,-165.6433333,45.8
265,Temperate,515.8,12,0,85,Forest,2000,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,2532,515.8,Temperate,Natural,Deciduous Forest,Deciduous,4.1,800,IRGA,,Mature,903,45.75 -90.25,5.933333333,0.725833333,844.8,58.45666667,45.8
266,Temperate,515.8,12,0,85,Forest,2000,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,2532,515.8,Temperate,Natural,Deciduous Forest,Deciduous,4.1,800,IRGA,,Mature,1131,45.75 -90.25,5.933333333,0.725833333,844.8,58.45666667,45.8
267,Temperate,515.8,12,0,85,Forest,2000,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,2532,515.8,Temperate,Natural,Deciduous Forest,Deciduous,4.1,800,IRGA,,Mature,905,45.75 -90.25,5.933333333,0.725833333,844.8,58.45666667,45.8
268,Temperate,515.8,12,0,85,Forest,2001,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,2532,515.8,Temperate,Natural,Deciduous Forest,Deciduous,4.1,800,IRGA,,Mature,970,45.75 -90.25,4.65,-0.5575,874.8,88.45666667,45.8
269,Temperate,515.8,12,0,85,Forest,2001,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,2532,515.8,Temperate,Natural,Deciduous Forest,Deciduous,4.1,800,IRGA,,Mature,1194,45.75 -90.25,4.65,-0.5575,874.8,88.45666667,45.8
270,Temperate,515.8,12,0,85,Forest,2001,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,2532,515.8,Temperate,Natural,Deciduous Forest,Deciduous,4.1,800,IRGA,,Mature,952,45.75 -90.25,4.65,-0.5575,874.8,88.45666667,45.8
271,Temperate,515.8,12,0,85,Forest,2002,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,2532,515.8,Temperate,Natural,Deciduous Forest,Deciduous,4.1,800,IRGA,,Mature,809,45.75 -90.25,6.033333333,0.825833333,875.4,89.05666667,45.8
272,Temperate,515.8,12,0,85,Forest,2002,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,2532,515.8,Temperate,Natural,Deciduous Forest,Deciduous,4.1,800,IRGA,,Mature,1043,45.75 -90.25,6.033333333,0.825833333,875.4,89.05666667,45.8
273,Temperate,515.8,12,0,85,Forest,2002,1,45.75,-90.25,45.75 -90.25,45.8,-90.12,45.8 -90.12,2532,515.8,Temperate,Natural,Deciduous Forest,Deciduous,4.1,800,IRGA,,Mature,837,45.75 -90.25,6.033333333,0.825833333,875.4,89.05666667,45.8
274,Boreal,101,12,0,140,Forest,1999,1,60.75,89.25,60.75 89.25,60.75,89.38,60.75 89.38,2150,101,Boreal,Natural,Evergreen Forest,Evergreen,3.7,493,IRGA,,Mature,281,60.75 89.25,-4.208333333,-1.330277778,495.9,-59.98,60.75
275,Boreal,101,12,0,140,Forest,2000,1,60.75,89.25,60.75 89.25,60.75,89.38,60.75 89.38,2150,101,Boreal,Natural,Evergreen Forest,Evergreen,3.7,493,IRGA,,Mature,277,60.75 89.25,-2.325,0.553055556,539.1,-16.78,60.75
276,Temperate,303,12,0,130,Forest,2004.5,1.5,45.25,127.75,45.25 127.75,45.37,127.53,45.37 127.53,3653,300,Temperate,Natural,Deciduous Forest,Deciduous,2.8,700,IRGA,Exclusion,Mature,785,45.25 127.75,-0.644444444,-4.055277778,502.0666667,-162.6933334,45.37
277,Temperate,303,12,0,130,Forest,2004.5,1.5,45.25,127.75,45.25 127.75,45.37,127.53,45.37 127.53,3653,300,Temperate,Natural,Deciduous Forest,Deciduous,2.8,700,IRGA,Exclusion,Mature,813,45.25 127.75,-0.644444444,-4.055277778,502.0666667,-162.6933334,45.37
278,Temperate,303,12,0,130,Forest,2004.5,1.5,45.25,127.75,45.25 127.75,45.37,127.53,45.37 127.53,3653,300,Temperate,Natural,Deciduous Forest,Deciduous,2.8,700,IRGA,Exclusion,Mature,786,45.25 127.75,-0.644444444,-4.055277778,502.0666667,-162.6933334,45.37
279,Temperate,303,12,0,130,Forest,2004.5,1.5,45.25,127.75,45.25 127.75,45.37,127.53,45.37 127.53,3653,300,Temperate,Natural,Deciduous Forest,Deciduous,2.8,700,IRGA,Exclusion,Mature,781,45.25 127.75,-0.644444444,-4.055277778,502.0666667,-162.6933334,45.37
280,Temperate,303,12,0,130,Forest,2004.5,1.5,45.25,127.75,45.25 127.75,45.37,127.53,45.37 127.53,3653,300,Temperate,Natural,Evergreen Forest,Evergreen,2.8,700,IRGA,Exclusion,Mature,514,45.25 127.75,-0.644444444,-4.055277778,502.0666667,-162.6933334,45.37
281,Temperate,303,12,0,130,Forest,2004.5,1.5,45.25,127.75,45.25 127.75,45.37,127.53,45.37 127.53,3653,300,Temperate,Natural,Deciduous Forest,Deciduous,2.8,700,IRGA,Exclusion,Mature,403,45.25 127.75,-0.644444444,-4.055277778,502.0666667,-162.6933334,45.37
286,Boreal,32,63,0,221,Shrubland,2001,1,74.25,-20.75,74.25 -20.75,74.47,-20.57,74.47 -20.57,2263,32,Arctic,Natural,Shrubland,Deciduous,-10,150,IRGA,,Mature,25,74.25 -20.75,-13.40833333,-1.020277778,211.2,-19.75333333,74.47
287,Temperate,329.8,79,0,88,Grassland,2000,1,34.75,-97.75,34.75 -97.75,34.98,-97.52,34.98 -97.52,4174,329.8,Temperate,Natural,Grassland,Deciduous,16.3,914,IRGA,Exclusion,Mature,787,34.75 -97.75,16.65,0.589722222,894.7,-63.43333333,34.98
291,Temperate,329.8,79,0,88,Grassland,2001,1,34.75,-97.75,34.75 -97.75,34.98,-97.52,34.98 -97.52,4174,329.8,Temperate,Natural,Grassland,Deciduous,16.3,914,IRGA,Exclusion,Mature,700,34.75 -97.75,15.30833333,-0.751944444,994.8,36.66666667,34.98
295,Temperate,329.8,79,0,88,Grassland,2002,1,34.75,-97.75,34.75 -97.75,34.98,-97.52,34.98 -97.52,4174,329.8,Temperate,Natural,Grassland,Deciduous,16.3,914,IRGA,Exclusion,Mature,800,34.75 -97.75,15.925,-0.135277778,746.2,-211.9333333,34.98
299,Temperate,329.8,79,0,88,Grassland,2003,1,34.75,-97.75,34.75 -97.75,34.98,-97.52,34.98 -97.52,4174,329.8,Temperate,Natural,Grassland,Deciduous,16.3,914,IRGA,Exclusion,Mature,825,34.75 -97.75,15.075,-0.985277778,939.8,-18.33333334,34.98
303,Temperate,329.8,94,0,88,Grassland,2004,1,34.75,-97.75,34.75 -97.75,34.98,-97.52,34.98 -97.52,4174,329.8,Temperate,Natural,Grassland,Deciduous,16.3,914,IRGA,Exclusion,Mature,850,34.75 -97.75,16.16666667,0.106388889,831.7,-126.4333333,34.98
307,Temperate,329.8,88,0,88,Grassland,2005,1,34.75,-97.75,34.75 -97.75,34.98,-97.52,34.98 -97.52,4174,329.8,Temperate,Natural,Grassland,Deciduous,16.3,914,IRGA,Exclusion,Mature,875,34.75 -97.75,15.78333333,-0.276944444,861.8,-96.33333334,34.98
329,Boreal,122.6,38,0,170,Forest,2003,1,64.75,-148.25,64.75 -148.25,64.7,-148.32,64.7 -148.32,3669,120,Boreal,Natural,Evergreen Forest,Evergreen,-3.5,375,IRGA,,Mature,431,64.75 -148.25,0.075,1.618055556,342.6,-1.163333328,64.7
330,Boreal,122.6,38,0,170,Forest,2003,1,64.75,-148.25,64.75 -148.25,64.7,-148.32,64.7 -148.32,3669,120,Boreal,Natural,Evergreen Forest,Evergreen,-3.5,375,IRGA,,Mature,378,64.75 -148.25,0.075,1.618055556,342.6,-1.163333328,64.7
331,Boreal,122.6,38,0,170,Forest,2003,1,64.75,-148.25,64.75 -148.25,64.7,-148.32,64.7 -148.32,3669,120,Boreal,Natural,Evergreen Forest,Evergreen,-3.5,375,IRGA,,Mature,407,64.75 -148.25,0.075,1.618055556,342.6,-1.163333328,64.7
332,Temperate,885.3,31,0,164,Forest,2001,1,44.25,-122.25,44.25 -122.25,44.25,-122.17,44.25 -122.17,3148,531,Temperate,Natural,Evergreen Forest,Evergreen,8.7,2370,IRGA,Exclusion,Mature,831,44.25 -122.25,9.266666667,-0.405277778,1163.8,-727.8166667,44.25
333,Temperate,885.3,31,0,164,Forest,2002,1,44.25,-122.25,44.25 -122.25,44.25,-122.17,44.25 -122.17,3148,531,Temperate,Natural,Evergreen Forest,Evergreen,8.7,2370,IRGA,Exclusion,Mature,727,44.25 -122.25,9.291666667,-0.380277778,1918.8,27.18333334,44.25
334,Temperate,885.3,46,0,164,Forest,2003,1,44.25,-122.25,44.25 -122.25,44.25,-122.17,44.25 -122.17,3148,531,Temperate,Natural,Evergreen Forest,Evergreen,8.7,2370,IRGA,Exclusion,Mature,841,44.25 -122.25,9.95,0.278055556,1641.2,-250.4166667,44.25
362,Temperate,290.3,74,0,240,Forest,2001.5,1,45.25,-123.75,45.25 -123.75,45.1,-123.9,45.1 -123.9,2546,290.3,Temperate,Natural,Evergreen Forest,Evergreen,5.5,2800,IRGA,,Aggrading,1205,45.25 -123.75,10.625,-0.358333333,1761.2,-251.38,45.1
363,Temperate,290.3,31,0,240,Forest,2001.5,1,45.25,-123.75,45.25 -123.75,45.1,-123.9,45.1 -123.9,2546,290.3,Temperate,Natural,Evergreen Forest,Evergreen,5.5,2800,IRGA,,Aggrading,1086,45.25 -123.75,10.625,-0.358333333,1761.2,-251.38,45.1
364,Temperate,290.3,46,0,240,Forest,2001.5,1,45.25,-123.75,45.25 -123.75,45.1,-123.9,45.1 -123.9,2546,290.3,Temperate,Natural,Evergreen Forest,Evergreen,5.5,2800,IRGA,,Mature,1081,45.25 -123.75,10.625,-0.358333333,1761.2,-251.38,45.1
365,Temperate,290.3,46,0,240,Forest,2001.5,1,45.25,-123.75,45.25 -123.75,45.1,-123.9,45.1 -123.9,2546,290.3,Temperate,Natural,Evergreen Forest,Evergreen,5.5,2800,IRGA,,Mature,1557,45.25 -123.75,10.625,-0.358333333,1761.2,-251.38,45.1
367,Temperate,1082.3,46,0,168,Forest,2001.5,1,44.25,-122.25,44.25 -122.25,44.2,-122.2,44.2 -122.2,2546,1082.3,Temperate,Natural,Evergreen Forest,Evergreen,11.1,2100,IRGA,,Aggrading,1478,44.25 -122.25,9.458333333,-0.213611111,1614.9,-276.7166666,44.2
369,Temperate,1082.3,31,0,168,Forest,2001.5,1,44.25,-122.25,44.25 -122.25,44.2,-122.2,44.2 -122.2,2546,1082.3,Temperate,Natural,Evergreen Forest,Evergreen,11.1,2100,IRGA,,Mature,1669,44.25 -122.25,9.458333333,-0.213611111,1614.9,-276.7166666,44.2
370,Temperate,1026.2,31,0,130,Forest,2001.5,1,44.25,-121.75,44.25 -121.75,44.4,-121.7,44.4 -121.7,2546,1026.2,Temperate,Natural,Evergreen Forest,Evergreen,8,520,IRGA,,Aggrading,482,44.25 -121.75,3.816666667,-0.228055556,1193.8,-282.7,44.4
371,Temperate,1026.2,31,0,130,Forest,2001.5,1,44.25,-121.75,44.25 -121.75,44.4,-121.7,44.4 -121.7,2546,1026.2,Temperate,Natural,Evergreen Forest,Evergreen,8,520,IRGA,,Aggrading,593,44.25 -121.75,3.816666667,-0.228055556,1193.8,-282.7,44.4
372,Temperate,1026.2,31,0,130,Forest,2001.5,1,44.25,-121.75,44.25 -121.75,44.4,-121.7,44.4 -121.7,2546,1026.2,Temperate,Natural,Evergreen Forest,Evergreen,8,520,IRGA,,Mature,872,44.25 -121.75,3.816666667,-0.228055556,1193.8,-282.7,44.4
373,Temperate,1026.2,46,0,130,Forest,2001.5,1,44.25,-121.75,44.25 -121.75,44.4,-121.7,44.4 -121.7,2546,1026.2,Temperate,Natural,Evergreen Forest,Evergreen,8,520,IRGA,,Mature,717,44.25 -121.75,3.816666667,-0.228055556,1193.8,-282.7,44.4
375,Boreal,146,46,0,176,Wetland,1991,1,62.75,30.75,62.75 30.75,62.77,30.97,62.77 30.97,1116,146,Boreal,Natural,Wetland,,3,650,IRGA,,Mature,52,62.75 30.75,2.4,-0.3475,611.7,-53.71333333,62.77
376,Boreal,146,36.5,0,176,Wetland,1991,1,62.75,30.75,62.75 30.75,62.77,30.97,62.77 30.97,1116,146,Boreal,Natural,Wetland,,3,650,IRGA,,Mature,111,62.75 30.75,2.4,-0.3475,611.7,-53.71333333,62.77
377,Boreal,163,36.5,0,176,Wetland,1991,1,61.75,24.25,61.75 24.25,61.78,24.3,61.78 24.3,1116,163,Boreal,Natural,Wetland,,3,700,IRGA,,Mature,178,61.75 24.25,3.308333333,-0.803888889,536.9,-89.35,61.78
379,Boreal,146,46,0,176,Wetland,1991,1,62.75,30.75,62.75 30.75,62.77,30.97,62.77 30.97,1116,146,Boreal,Natural,Wetland,,3,650,IRGA,,Mature,101,62.75 30.75,2.4,-0.3475,611.7,-53.71333333,62.77
381,Boreal,163,46,0,176,Wetland,1991,1,61.75,24.25,61.75 24.25,61.78,24.3,61.78 24.3,1116,163,Boreal,Natural,Wetland,,3,700,IRGA,,Mature,152,61.75 24.25,3.308333333,-0.803888889,536.9,-89.35,61.78
383,Boreal,163,46,0,176,Wetland,1991,1,61.75,24.25,61.75 24.25,61.78,24.3,61.78 24.3,1116,163,Boreal,Natural,Wetland,,3,700,IRGA,,Mature,292,61.75 24.25,3.308333333,-0.803888889,536.9,-89.35,61.78
385,Boreal,163,74,0,176,Wetland,1991,1,61.75,24.25,61.75 24.25,61.78,24.3,61.78 24.3,1116,163,Boreal,Natural,Wetland,,3,700,IRGA,,Mature,343,61.75 24.25,3.308333333,-0.803888889,536.9,-89.35,61.78
